sequential: 2.43988
parallel: 0.316613
id: 280984	visits: 1080460
id: 88833	visits: 892595
id: 262124	visits: 390696
id: 14743	visits: 357902
id: 225799	visits: 352481
id: 228055	visits: 249797
id: 256887	visits: 217229
id: 2829	visits: 211466
id: 144097	visits: 210942
id: 164194	visits: 201419
id: 263447	visits: 200057
id: 251094	visits: 191798
id: 48908	visits: 190552
id: 84810	visits: 185863
id: 136441	visits: 164755
id: 20282	visits: 162571
id: 68696	visits: 160206
id: 248362	visits: 152949
id: 252788	visits: 150806
id: 137043	visits: 146312
id: 65396	visits: 136287
id: 119154	visits: 134181
id: 17297	visits: 126694
id: 94907	visits: 122165
id: 76870	visits: 117734
id: 32428	visits: 116757
id: 54104	visits: 114021
id: 98324	visits: 114007
id: 185285	visits: 112454
id: 83659	visits: 108567
id: 181221	visits: 107468
id: 205817	visits: 106826
id: 85953	visits: 102537
id: 271673	visits: 101143
id: 204014	visits: 96831
id: 192622	visits: 96543
id: 95109	visits: 95679
id: 161463	visits: 95649
id: 240791	visits: 94421
id: 120377	visits: 94356
id: 246558	visits: 94300
id: 176326	visits: 93302
id: 93033	visits: 92907
id: 196042	visits: 92815
id: 234851	visits: 92546
id: 241266	visits: 92286
id: 207976	visits: 89131
id: 74151	visits: 87915
id: 183639	visits: 87240
id: 258724	visits: 84770
id: 190286	visits: 83840
id: 151927	visits: 82720
id: 116834	visits: 82695
id: 72306	visits: 80656
id: 99025	visits: 80402
id: 189264	visits: 80351
id: 151021	visits: 80248
id: 117923	visits: 79861
id: 145493	visits: 79607
id: 191611	visits: 78628
id: 220491	visits: 77288
id: 137250	visits: 76982
id: 186258	visits: 76588
id: 166857	visits: 76301
id: 22179	visits: 74080
id: 62300	visits: 73746
id: 89	visits: 73447
id: 27821	visits: 72097
id: 119631	visits: 71187
id: 11263	visits: 71056
id: 173450	visits: 70695
id: 232965	visits: 69507
id: 271992	visits: 69277
id: 32009	visits: 68096
id: 235707	visits: 67943
id: 55032	visits: 67883
id: 115168	visits: 67140
id: 132325	visits: 66434
id: 96477	visits: 65637
id: 96093	visits: 65034
id: 182520	visits: 64632
id: 254886	visits: 63695
id: 228954	visits: 61615
id: 89283	visits: 61518
id: 89536	visits: 60258
id: 222271	visits: 60108
id: 60269	visits: 60019
id: 123611	visits: 59802
id: 105319	visits: 59196
id: 125487	visits: 58877
id: 258342	visits: 58637
id: 209594	visits: 58501
id: 36262	visits: 57297
id: 47120	visits: 56798
id: 66505	visits: 55667
id: 179171	visits: 55411
id: 112430	visits: 54822
id: 225262	visits: 53354
id: 234060	visits: 52491
id: 17725	visits: 52485
